"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","100.86.87.79","34.120.52.64","TCP","66","59334  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2","0.000437","100.86.87.79","34.120.52.64","TCP","66","59335  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"3","0.051617","34.120.52.64","100.86.87.79","TCP","66","80  >  59334 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"4","0.051847","100.86.87.79","34.120.52.64","TCP","54","59334  >  80 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"5","0.051969","34.120.52.64","100.86.87.79","TCP","66","80  >  59335 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"6","0.052383","100.86.87.79","34.120.52.64","TCP","54","59335  >  80 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"7","0.110610","100.86.87.79","34.120.52.64","TCP","66","59336  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"8","0.121499","34.120.52.64","100.86.87.79","TCP","66","443  >  59336 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"9","0.121774","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"10","0.122382","100.86.87.79","34.120.52.64","TLSv1.3","571","Client Hello (SNI=www.overleaf.com)"
"11","0.132674","34.120.52.64","100.86.87.79","TCP","56","443  >  59336 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"12","0.136199","34.120.52.64","100.86.87.79","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"13","0.136199","34.120.52.64","100.86.87.79","TCP","690","443  >  59336 [PSH, ACK] Seq=1413 Ack=518 Win=66816 Len=636 [TCP segment of a reassembled PDU]"
"14","0.136199","34.120.52.64","100.86.87.79","TCP","1466","443  >  59336 [ACK] Seq=2049 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"15","0.136199","34.120.52.64","100.86.87.79","TCP","690","443  >  59336 [PSH, ACK] Seq=3461 Ack=518 Win=66816 Len=636 [TCP segment of a reassembled PDU]"
"16","0.136199","34.120.52.64","100.86.87.79","TLSv1.3","970","Application Data"
"17","0.136656","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [ACK] Seq=518 Ack=5013 Win=66304 Len=0"
"18","0.140870","100.86.87.79","34.120.52.64","TLSv1.3","118","Change Cipher Spec, Application Data"
"19","0.141324","100.86.87.79","34.120.52.64","TLSv1.3","146","Application Data"
"20","0.141698","100.86.87.79","34.120.52.64","TLSv1.3","732","Application Data"
"21","0.151559","34.120.52.64","100.86.87.79","TLSv1.3","672","Application Data, Application Data"
"22","0.151559","34.120.52.64","100.86.87.79","TLSv1.3","85","Application Data"
"23","0.151790","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [ACK] Seq=1352 Ack=5662 Win=65536 Len=0"
"24","0.152084","100.86.87.79","34.120.52.64","TLSv1.3","85","Application Data"
"25","0.157335","34.120.52.64","100.86.87.79","TCP","56","443  >  59336 [ACK] Seq=5662 Ack=1352 Win=68096 Len=0"
"26","0.162084","34.120.52.64","100.86.87.79","TCP","56","443  >  59336 [ACK] Seq=5662 Ack=1383 Win=68096 Len=0"
"27","0.176614","34.120.52.64","100.86.87.79","TLSv1.3","1154","Application Data"
"28","0.177619","34.120.52.64","100.86.87.79","TLSv1.3","1466","Application Data"
"29","0.177756","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [ACK] Seq=1383 Ack=8174 Win=66304 Len=0"
"30","0.179211","34.120.52.64","100.86.87.79","TLSv1.3","2878","Application Data, Application Data"
"31","0.179211","34.120.52.64","100.86.87.79","TLSv1.3","86","Application Data"
"32","0.179211","34.120.52.64","100.86.87.79","TLSv1.3","1466","Application Data"
"33","0.179479","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [ACK] Seq=1383 Ack=12442 Win=66304 Len=0"
"34","0.179653","34.120.52.64","100.86.87.79","TLSv1.3","2878","Application Data, Application Data"
"35","0.179770","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [ACK] Seq=1383 Ack=15266 Win=66304 Len=0"
"36","0.181506","34.120.52.64","100.86.87.79","TLSv1.3","2878","Application Data, Application Data"
"37","0.181607","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [ACK] Seq=1383 Ack=18090 Win=66304 Len=0"
"38","0.183881","34.120.52.64","100.86.87.79","TLSv1.3","1466","Application Data"
"39","0.183881","34.120.52.64","100.86.87.79","TLSv1.3","591","Application Data, Application Data"
"40","0.184051","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [ACK] Seq=1383 Ack=20039 Win=66304 Len=0"
"41","0.184363","100.86.87.79","34.120.52.64","TLSv1.3","93","Application Data"
"42","0.238151","34.120.52.64","100.86.87.79","TCP","56","443  >  59336 [ACK] Seq=20039 Ack=1422 Win=68096 Len=0"
"43","3.199382","100.86.87.79","34.120.52.64","TCP","54","59334  >  80 [FIN, ACK] Seq=1 Ack=1 Win=66304 Len=0"
"44","3.199522","100.86.87.79","34.120.52.64","TCP","54","59335  >  80 [FIN, ACK] Seq=1 Ack=1 Win=66304 Len=0"
"45","3.200261","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [FIN, ACK] Seq=1422 Ack=20039 Win=66304 Len=0"
"46","3.213761","34.120.52.64","100.86.87.79","TCP","56","443  >  59336 [FIN, ACK] Seq=20039 Ack=1423 Win=68096 Len=0"
"47","3.213878","100.86.87.79","34.120.52.64","TCP","54","59336  >  443 [ACK] Seq=1423 Ack=20040 Win=66304 Len=0"
"48","3.459335","34.120.52.64","100.86.87.79","TCP","56","80  >  59334 [FIN, ACK] Seq=1 Ack=2 Win=65536 Len=0"
"49","3.459335","34.120.52.64","100.86.87.79","TCP","56","80  >  59335 [FIN, ACK] Seq=1 Ack=2 Win=65536 Len=0"
"50","3.459548","100.86.87.79","34.120.52.64","TCP","54","59334  >  80 [ACK] Seq=2 Ack=2 Win=66304 Len=0"
"51","3.459688","100.86.87.79","34.120.52.64","TCP","54","59335  >  80 [ACK] Seq=2 Ack=2 Win=66304 Len=0"
"52","6.626393","100.86.87.79","34.120.52.64","TCP","66","59344  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"53","6.640690","34.120.52.64","100.86.87.79","TCP","66","443  >  59344 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"54","6.640955","100.86.87.79","34.120.52.64","TCP","54","59344  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"55","6.641629","100.86.87.79","34.120.52.64","TLSv1.3","882","Client Hello (SNI=www.overleaf.com)"
"56","6.655247","34.120.52.64","100.86.87.79","TCP","56","443  >  59344 [ACK] Seq=1 Ack=829 Win=67328 Len=0"
"57","6.655247","34.120.52.64","100.86.87.79","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"58","6.657643","100.86.87.79","34.120.52.64","TLSv1.3","118","Change Cipher Spec, Application Data"
"59","6.669684","34.120.52.64","100.86.87.79","TLSv1.3","672","Application Data, Application Data"
