No.,Time,Source,Destination,Protocol,Length,Info
1,0,100.86.73.172,140.82.114.3,TCP,66,61046  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
2,0.01129,140.82.114.3,100.86.73.172,TCP,66,"443  >  61046 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM WS=1024"
3,0.011463,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0
4,0.012295,100.86.73.172,140.82.114.3,TLSv1.3,631,Client Hello (SNI=github.com)
5,0.023218,140.82.114.3,100.86.73.172,TLSv1.3,1490,"Server Hello, Change Cipher Spec, Application Data"
6,0.02363,140.82.114.3,100.86.73.172,TCP,1490,443  >  61046 [ACK] Seq=1437 Ack=578 Win=67584 Len=1436 [TCP segment of a reassembled PDU]
7,0.02363,140.82.114.3,100.86.73.172,TLSv1.3,672,"Application Data, Application Data, Application Data"
8,0.023721,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=578 Ack=3491 Win=132096 Len=0
9,0.032774,100.86.73.172,140.82.114.3,TLSv1.3,118,"Change Cipher Spec, Application Data"
10,0.033312,100.86.73.172,140.82.114.3,TLSv1.3,146,Application Data
11,0.033888,100.86.73.172,140.82.114.3,TLSv1.3,1598,Application Data
12,0.044008,140.82.114.3,100.86.73.172,TLSv1.3,133,Application Data
13,0.044352,140.82.114.3,100.86.73.172,TLSv1.3,133,Application Data
14,0.044352,140.82.114.3,100.86.73.172,TLSv1.3,118,Application Data
15,0.044431,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=2278 Ack=3713 Win=131840 Len=0
16,0.044679,100.86.73.172,140.82.114.3,TLSv1.3,85,Application Data
17,0.04468,140.82.114.3,100.86.73.172,TCP,56,443  >  61046 [ACK] Seq=3713 Ack=2278 Win=70656 Len=0
18,0.098807,140.82.114.3,100.86.73.172,TCP,56,443  >  61046 [ACK] Seq=3713 Ack=2309 Win=70656 Len=0
19,0.704333,140.82.114.3,100.86.73.172,TLSv1.3,4362,"Application Data, Application Data, Application Data"
20,0.704467,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=2309 Ack=8021 Win=132096 Len=0
21,0.705194,140.82.114.3,100.86.73.172,TLSv1.3,8670,"Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
22,0.705296,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=2309 Ack=16637 Win=132096 Len=0
23,0.705951,140.82.114.3,100.86.73.172,TLSv1.3,2926,"Application Data, Application Data"
24,0.706035,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=2309 Ack=19509 Win=132096 Len=0
25,0.715084,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
26,0.715201,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=2309 Ack=20945 Win=132096 Len=0
27,0.716136,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
28,0.716136,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
29,0.716136,140.82.114.3,100.86.73.172,TLSv1.3,2926,"Application Data, Application Data, Application Data"
30,0.716267,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=2309 Ack=26689 Win=132096 Len=0
31,0.717541,140.82.114.3,100.86.73.172,TLSv1.3,20158,"Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
32,0.717669,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=2309 Ack=46793 Win=132096 Len=0
33,0.719101,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
34,0.719101,140.82.114.3,100.86.73.172,TLSv1.3,1490,"Application Data, Application Data"
35,0.719211,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=2309 Ack=49665 Win=132096 Len=0
36,0.732391,140.82.114.3,100.86.73.172,TLSv1.3,40262,"Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
37,0.732391,140.82.114.3,100.86.73.172,TLSv1.3,273,Application Data
38,0.732604,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=2309 Ack=90092 Win=132096 Len=0
39,1.323514,100.86.73.172,140.82.114.3,TLSv1.3,766,Application Data
40,1.325122,100.86.73.172,140.82.114.3,TLSv1.3,178,Application Data
41,1.32527,100.86.73.172,140.82.114.3,TLSv1.3,167,Application Data
42,1.325685,100.86.73.172,140.82.114.3,TLSv1.3,212,Application Data
43,1.325781,100.86.73.172,140.82.114.3,TLSv1.3,269,Application Data
44,1.325855,100.86.73.172,140.82.114.3,TLSv1.3,210,Application Data
45,1.333712,140.82.114.3,100.86.73.172,TCP,56,443  >  61046 [ACK] Seq=90092 Ack=3021 Win=72704 Len=0
46,1.335023,140.82.114.3,100.86.73.172,TCP,56,443  >  61046 [ACK] Seq=90092 Ack=3145 Win=72704 Len=0
47,1.335453,140.82.114.3,100.86.73.172,TCP,56,443  >  61046 [ACK] Seq=90092 Ack=3258 Win=72704 Len=0
48,1.335788,140.82.114.3,100.86.73.172,TCP,56,443  >  61046 [ACK] Seq=90092 Ack=3631 Win=78848 Len=0
49,1.3361,140.82.114.3,100.86.73.172,TCP,56,443  >  61046 [ACK] Seq=90092 Ack=3787 Win=81920 Len=0
50,1.377401,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
51,1.377909,140.82.114.3,100.86.73.172,TLSv1.3,2926,"Application Data, Application Data"
52,1.377948,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=3787 Ack=94400 Win=132096 Len=0
53,1.378283,140.82.114.3,100.86.73.172,TLSv1.3,65,Application Data
54,1.378309,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=3787 Ack=94411 Win=132096 Len=0
55,1.385055,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
56,1.385176,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
57,1.385176,140.82.114.3,100.86.73.172,TLSv1.3,1324,Application Data
58,1.385221,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=3787 Ack=98553 Win=132096 Len=0
59,1.386222,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
60,1.386253,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=3787 Ack=99989 Win=132096 Len=0
61,1.386653,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
62,1.386653,140.82.114.3,100.86.73.172,TLSv1.3,1429,"Application Data, Application Data"
63,1.386695,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=3787 Ack=102800 Win=132096 Len=0
64,1.394237,140.82.114.3,100.86.73.172,TLSv1.3,1490,Application Data
65,1.39478,140.82.114.3,100.86.73.172,TLSv1.3,2926,"Application Data, Application Data"
66,1.394819,100.86.73.172,140.82.114.3,TCP,54,61046  >  443 [ACK] Seq=3787 Ack=107108 Win=132096 Len=0
67,1.395111,140.82.114.3,100.86.73.172,TLSv1.3,67,Application Data
